Chromosome	Start	End	Strand	Gene_ID	VSG_ID
CM032586.1	3092585	3093589	+	Tb1125.VSG.12990	Tbb1125VSG-2780
CM032586.1	3095645	3097093	+	Tb1125.VSG.13000	Tbb1125VSG-4243
CM032586.1	3103509	3105026	+	Tb1125.VSG.13010	Tbb1125VSG-2524
CM032586.1	3111784	3112587	+	Tb1125.VSG.13020	Tbb1125VSG-5661
CM032586.1	3114455	3115862	+	Tb1125.Tb10.v4.0080	Tbb1125VSG-1136.1
CM032586.1	3117314	3118369	+	Tb1125.VSG.13030	Tbb1125VSG-5211
CM032586.1	3121078	3122586	+	Tb1125.VSG.13040	Tbb1125VSG-244
CM032586.1	3129993	3131456	-	Tb1125.VSG.13050	Tbb1125VSG-1086
CM032586.1	3134591	3135350	-	Tb1125.VSG.13060	Tbb1125VSG-3036.1
CM032586.1	3142138	3143535	-	Tb1125.VSG.13070	Tbb1125VSG-3065
CM032586.1	3144932	3146161	-	Tb1125.VSG.13080	Tbb1125VSG-5004
CM032586.1	3153815	3154573	-	Tb1125.VSG.13090	Tbb1125VSG-3039
CM032586.1	3157676	3158638	-	Tb1125.VSG.13100	Tbb1125VSG-1488
CM032586.1	3161150	3161956	-	Tb1125.VSG.13110	Tbb1125VSG-5659
CM032586.1	3164711	3166306	-	Tb1125.VSG.13120	Tbb1125VSG-126
CM032586.1	3172440	3173666	+	Tb1125.VSG.13130	Tbb1125VSG-1332.1
CM032586.1	3186775	3188221	-	Tb1125.11.17280	Tbb1125VSG-1774
CM032586.1	3189790	3191073	-	Tb1125.11.17270	Tbb1125VSG-2973
CM032586.1	3194605	3195765	-	Tb1125.VSG.13140	Tbb1125VSG-1367
CM032586.1	3206453	3207937	+	Tb1125.VSG.13150	Tbb1125VSG-284
CM032586.1	3209936	3211201	+	Tb1125.VSG.13160	Tbb1125VSG-4962
CM032586.1	3213472	3214575	+	Tb1125.VSG.13170	Tbb1125VSG-1399
CM032586.1	3216154	3217135	+	Tb1125.VSG.13180	Tbb1125VSG-5449.1
CM032586.1	3218919	3220220	+	Tb1125.VSG.13190	Tbb1125VSG-1271
CM032586.1	3285460	3286251	+	Tb1125.VSG.13200	Tbb1125VSG-3001
CM032586.1	3288759	3289661	+	Tb1125.VSG.13210	Tbb1125VSG-1523
CM032586.1	3292575	3293462	+	Tb1125.VSG.13220	Tbb1125VSG-2894
CM032586.1	3303785	3305128	-	Tb1125.VSG.13230	Tbb1125VSG-4845
CM032586.1	3308843	3309634	-	Tb1125.VSG.13240	Tbb1125VSG-5532
CM032586.1	3313862	3314644	-	Tb1125.VSG.13250	Tbb1125VSG-3011
CM032586.1	3319529	3320995	-	Tb1125.VSG.13260	Tbb1125VSG-1373
CM032586.1	3323075	3324295	-	Tb1125.VSG.13270	Tbb1125VSG-2634
CM032586.1	3326813	3327771	-	Tb1125.VSG.13280	Tbb1125VSG-2813
CM032586.1	3340723	3342255	-	Tb1125.VSG.13290	Tbb1125VSG-202
CM032586.1	3343987	3345489	-	Tb1125.VSG.13300	Tbb1125VSG-1039
CM032586.1	3348240	3349709	-	Tb1125.VSG.13310	Tbb1125VSG-326
CM032586.1	3352237	3353193	-	Tb1125.VSG.13320	Tbb1125VSG-5381
CM032586.1	3356615	3357595	-	Tb1125.VSG.13330	Tbb1125VSG-5354
CM032586.1	3366664	3367968	-	Tb1125.VSG.13340	Tbb1125VSG-3102
CM032586.1	3376539	3377582	-	Tb1125.VSG.13350	Tbb1125VSG-5225
CM032586.1	3382922	3383887	-	Tb1125.VSG.13360	Tbb1125VSG-5372
CM032586.1	3385118	3385966	-	Tb1125.VSG.13370	Tbb1125VSG-3158
CM032586.1	3387804	3389126	-	Tb1125.VSG.13380	Tbb1125VSG-4870
CM032586.1	3399765	3401342	+	Tb1125.VSG.13390	Tbb1125VSG-2537
CM032586.1	3403606	3405075	+	Tb1125.VSG.13400	Tbb1125VSG-4252
CM032586.1	3406878	3408218	+	Tb1125.VSG.13410	Tbb1125VSG-2554
CM032586.1	3423695	3424477	-	Tb1125.VSG.13420	Tbb1125VSG-5482
CM032586.1	3426535	3427812	-	Tb1125.VSG.13430	Tbb1125VSG-4942
CM032586.1	3433691	3434689	+	Tb1125.VSG.13440	Tbb1125VSG-3139
CM032586.1	3438467	3440000	+	Tb1125.Tb10.v4.0091	Tbb1125VSG-1419
CM032586.1	3443363	3444784	+	Tb1125.VSG.13450	Tbb1125VSG-1133
CM032586.1	3453095	3454018	+	Tb1125.VSG.13460	Tbb1125VSG-1511
CM032586.1	3456951	3458406	+	Tb1125.VSG.13470	Tbb1125VSG-2029.7
CM032586.1	3470086	3471675	-	Tb1125.Tb11.0270	Tbb1125VSG-5454
CM032586.1	3473801	3475294	-	Tb1125.VSG.13480	Tbb1125VSG-1048
CM032586.1	3480850	3482358	-	Tb1125.VSG.13490	Tbb1125VSG-2003
CM032586.1	3484226	3485707	-	Tb1125.VSG.13500	Tbb1125VSG-4229.2
CM032586.1	3488100	3489668	-	Tb1125.VSG.13510	Tbb1125VSG-4081
CM032586.1	3496799	3497803	-	Tb1125.9.16920	Tbb1125VSG-5312
CM032586.1	3527237	3528728	+	Tb1125.Tb09.v4.0187	Tbb1125VSG-1435
CM032586.1	3546003	3547139	-	Tb1125.VSG.13520	Tbb1125VSG-2691
CM032586.1	3553037	3554581	-	Tb1125.VSG.13530	Tbb1125VSG-182
CM032586.1	3556596	3557945	-	Tb1125.VSG.13540	Tbb1125VSG-4831.3
CM032586.1	3565387	3566460	-	Tb1125.VSG.13550	Tbb1125VSG-1791
CM032586.1	3620518	3621321	-	Tb1125.VSG.13560	Tbb1125VSG-5663
CM032586.1	3625833	3626588	-	Tb1125.VSG.13570	Tbb1125VSG-1633
CM032586.1	3628323	3629852	-	Tb1125.VSG.13580	Tbb1125VSG-1658
CM032586.1	3633513	3634967	-	Tb1125.VSG.13590	Tbb1125VSG-1096
CM032586.1	3649189	3650082	+	Tb1125.VSG.13600	Tbb1125VSG-1530
CM032586.1	3659805	3660659	-	Tb1125.VSG.13610	Tbb1125VSG-2929
CM032586.1	3662928	3663791	-	Tb1125.VSG.13620	Tbb1125VSG-2925
CM032586.1	3665600	3666355	-	Tb1125.VSG.13630	Tbb1125VSG-5768
CM032586.1	3674583	3675542	-	Tb1125.VSG.13640	Tbb1125VSG-2816
CM032586.1	3677286	3678764	-	Tb1125.VSG.13650	Tbb1125VSG-296
CM032586.1	3681467	3682644	-	Tb1125.9.17470	Tbb1125VSG-2966
CM032586.1	3686711	3687841	+	Tb1125.VSG.13660	Tbb1125VSG-2731
CM032586.1	3704025	3705092	+	Tb1125.VSG.13670	Tbb1125VSG-5198
CM032586.1	3709928	3711411	+	Tb1125.VSG.13680	Tbb1125VSG-1026.1
CM032586.1	3725167	3726131	+	Tb1125.VSG.13690	Tbb1125VSG-5296
CM032586.1	3733597	3734359	-	Tb1125.VSG.13700	Tbb1125VSG-1629
CM032586.1	3738717	3739703	-	Tb1125.VSG.13710	Tbb1125VSG-5345
CM032586.1	3742703	3743542	-	Tb1125.VSG.13720	Tbb1125VSG-1561
CM032586.1	3746082	3747209	-	Tb1125.VSG.13730	Tbb1125VSG-4892
CM032586.1	3752618	3753943	-	Tb1125.VSG.13740	Tbb1125VSG-2560
CM032586.1	3756601	3757656	-	Tb1125.VSG.13750	Tbb1125VSG-5212
CM032586.1	3759604	3760848	-	Tb1125.11.20590	Tbb1125VSG-1413
CM032586.1	3762539	3763681	-	Tb1125.VSG.13760	Tbb1125VSG-2686
CM032586.1	3765841	3767277	-	Tb1125.VSG.13770	Tbb1125VSG-4568
CM032586.1	3773756	3774628	-	Tb1125.VSG.13780	Tbb1125VSG-5524
CM032586.1	3777018	3778298	-	Tb1125.VSG.13790	Tbb1125VSG-2584
CM032586.1	3783799	3785256	-	Tb1125.VSG.13800	Tbb1125VSG-1093
CM032586.1	3787888	3789495	+	Tb1125.9.17120	Tbb1125VSG-1694
CM032586.1	3791943	3793396	+	Tb1125.Tb09.v4.0090	Tbb1125VSG-2715
CM032586.1	3798736	3800277	+	Tb1125.Tb09.v4.0092	Tbb1125VSG-1502
CM032586.1	3818389	3819282	-	Tb1125.VSG.13810	Tbb1125VSG-2124
CM032586.1	3825884	3827194	-	Tb1125.VSG.13820	Tbb1125VSG-1264
CM032586.1	3836155	3837615	-	Tb1125.VSG.13830	Tbb1125VSG-4265
CM032586.1	3840376	3841935	-	Tb1125.VSG.13840	Tbb1125VSG-166
CM032586.1	3848651	3849688	+	Tb1125.VSG.13850	Tbb1125VSG-5236
CM032586.1	3858944	3860362	+	Tb1125.VSG.13860	Tbb1125VSG-4702
CM032586.1	3863562	3864835	+	Tb1125.9.16130	Tbb1125VSG-2902
CM032586.1	3867069	3868337	+	Tb1125.VSG.13870	Tbb1125VSG-1303
CM032586.1	3877929	3879680	+	Tb1125.Tb11.v5.0313	Tbb1125VSG-102
CM032586.1	3891426	3892961	+	Tb1125.VSG.13880	Tbb1125VSG-1649
CM032586.1	3899145	3899984	+	Tb1125.VSG.13890	Tbb1125VSG-2939.2
CM032586.1	3904076	3905509	+	Tb1125.10.16520	Tbb1125VSG-1118
CM032586.1	3907004	3908431	+	Tb1125.VSG.13900	Tbb1125VSG-389
CM032586.1	3910272	3911708	+	Tb1125.VSG.13910	Tbb1125VSG-2012
CM032586.1	3913329	3914093	+	Tb1125.VSG.13920	Tbb1125VSG-5750
CM032586.1	3921174	3922307	+	Tb1125.VSG.13930	Tbb1125VSG-1763
CM032586.1	3936246	3937529	+	Tb1125.VSG.13940	Tbb1125VSG-2047
CM032586.1	3940115	3940978	+	Tb1125.VSG.13950	Tbb1125VSG-5545
CM032586.1	3943347	3944747	+	Tb1125.VSG.13960	Tbb1125VSG-1167
CM032586.1	3949590	3951041	+	Tb1125.VSG.13970	Tbb1125VSG-2732
CM032586.1	3954977	3955816	+	Tb1125.VSG.13980	Tbb1125VSG-1562
CM032586.1	3958403	3959767	+	Tb1125.VSG.13990	Tbb1125VSG-2678
CM032586.1	3969144	3970812	-	Tb1125.Tb10.v4.0085	Tbb1125VSG-2558
CM032586.1	3979315	3980774	-	Tb1125.Tb10.v4.0088	Tbb1125VSG-2018
CM032586.1	3982753	3984141	-	Tb1125.Tb10.v4.0089	Tbb1125VSG-4756
CM032586.1	3986392	3987330	-	Tb1125.VSG.14000	Tbb1125VSG-5412
CM032586.1	3998932	3999909	-	Tb1125.VSG.14010	Tbb1125VSG-2801
CM032586.1	4018733	4019860	-	Tb1125.VSG.14020	Tbb1125VSG-5124
CM032586.1	4027362	4028792	-	Tb1125.VSG.14030	Tbb1125VSG-4682
CM032586.1	4048853	4050391	-	Tb1125.VSG.14040	Tbb1125VSG-455
CM032586.1	4051690	4053201	-	Tb1125.VSG.14050	Tbb1125VSG-233
CM032586.1	4054951	4056402	-	Tb1125.VSG.14060	Tbb1125VSG-1770
CM032586.1	4057352	4058107	-	Tb1125.VSG.14070	Tbb1125VSG-5772
CM032586.1	4077493	4078986	-	Tb1125.VSG.14080	Tbb1125VSG-275
CM032586.1	4084419	4085870	-	Tb1125.VSG.14090	Tbb1125VSG-1098
CM032586.1	4088121	4088903	-	Tb1125.VSG.14100	Tbb1125VSG-5710
CM032586.1	4110542	4112008	+	Tb1125.VSG.14110	Tbb1125VSG-332
CM032586.1	4114501	4115727	+	Tb1125.VSG.14120	Tbb1125VSG-2630
CM032586.1	4120743	4122250	+	Tb1125.Tb09.v4.0085	Tbb1125VSG-2071
CM032586.1	4128045	4129325	+	Tb1125.VSG.14130	Tbb1125VSG-2585
CM032586.1	4132674	4134272	+	Tb1125.VSG.14140	Tbb1125VSG-1008
CM032586.1	4153510	4154664	+	Tb1125.VSG.14150	Tbb1125VSG-5099.1
CM032586.1	4159615	4160643	-	Tb1125.VSG.14160	Tbb1125VSG-5250.1
CM032586.1	4162349	4163605	-	Tb1125.VSG.14170	Tbb1125VSG-3076
CM032586.1	4165876	4167252	-	Tb1125.VSG.14180	Tbb1125VSG-4781
CM032586.1	4170118	4171317	+	Tb1125.VSG.14190	Tbb1125VSG-4271
CM032586.1	4184294	4185508	-	Tb1125.VSG.14200	Tbb1125VSG-5011
CM032586.1	4187225	4188670	-	Tb1125.9.16770	Tbb1125VSG-2776
CM032586.1	4193503	4195025	-	Tb1125.VSG.14210	Tbb1125VSG-1608.1
CM032586.1	4198015	4199204	+	Tb1125.VSG.14220	Tbb1125VSG-5051.3
JAGUQU010000012.1	440	1647	-	Tb1125.VSG.14230	Tbb1125VSG-5015.5
JAGUQU010000012.1	3235	4700	-	Tb1125.VSG.14240	Tbb1125VSG-4259
JAGUQU010000012.1	6611	8197	-	Tb1125.VSG.14250	Tbb1125VSG-4057
JAGUQU010000012.1	10340	11942	-	Tb1125.VSG.14260	Tbb1125VSG-4220
JAGUQU010000014.1	11380	12960	+	Tb1125.VSG.14270	Tbb1125VSG-137.1
JAGUQU010000018.1	1074	2621	+	Tb1125.VSG.14280	Tbb1125VSG-177.2
JAGUQU010000018.1	9078	10421	+	Tb1125.VSG.14290	Tbb1125VSG-4847.2
JAGUQU010000018.1	12189	13708	+	Tb1125.VSG.14300	Tbb1125VSG-4302.1
JAGUQU010000022.1	16926	18422	+	Tb1125.VSG.14310	Tbb1125VSG-43
JAGUQU010000023.1	34973	36681	+	Tb1125.Tb09.v4.0111	Tbb1125VSG-4935
JAGUQU010000023.1	44657	46217	+	Tb1125.Tb09.v4.0123	Tbb1125VSG-1062
JAGUQU010000023.1	57496	59032	-	Tb1125.Tb09.v4.0120	Tbb1125VSG-2968
JAGUQU010000023.1	59670	62583	-	Tb1125.Tb09.v4.0119	Tbb1125VSG-1048.1
JAGUQU010000023.1	72316	74224	-	Tb1125.Tb09.v4.0116	Tbb1125VSG-5743
JAGUQU010000023.1	76878	78493	-	Tb1125.Tb09.v4.0114	Tbb1125VSG-157
JAGUQU010000023.1	81266	84635	-	Tb1125.Tb09.v4.0113	Tbb1125VSG-292
JAGUQU010000023.1	84858	86410	-	Tb1125.9.17070	Tbb1125VSG-1518
JAGUQU010000023.1	96042	97612	-	Tb1125.Tb09.v4.0126	Tbb1125VSG-2805
JAGUQU010000023.1	98764	100427	-	Tb1125.Tb09.v4.0127	Tbb1125VSG-5615
JAGUQU010000023.1	103438	105006	-	Tb1125.Tb09.v4.0129	Tbb1125VSG-3116
JAGUQU010000023.1	111441	113009	-	Tb1125.Tb09.v4.0136	Tbb1125VSG-249
JAGUQU010000023.1	113978	120623	-	Tb1125.Tb09.v4.0137	Tbb1125VSG-2920
JAGUQU010000023.1	120942	121811	-	Tb1125.Tb09.v4.0138	Tbb1125VSG-5628
JAGUQU010000023.1	123458	125019	-	Tb1125.Tb09.v4.0139	Tbb1125VSG-2514
JAGUQU010000023.1	129182	131857	-	Tb1125.Tb09.v4.0142	Tbb1125VSG-1095
JAGUQU010000023.1	141742	143208	-	Tb1125.Tb09.v4.0144	Tbb1125VSG-5258
JAGUQU010000023.1	145627	147009	-	Tb1125.Tb09.v4.0145	Tbb1125VSG-4766
JAGUQU010000023.1	149629	151133	-	Tb1125.9.16790	Tbb1125VSG-1398.2
JAGUQU010000023.1	165975	167490	-	Tb1125.9.16870	Tbb1125VSG-1284
JAGUQU010000023.1	174211	175014	-	Tb1125.VSG.14320	Tbb1125VSG-1588
JAGUQU010000023.1	181503	183063	-	Tb1125.9.16900	Tbb1125VSG-5130
JAGUQU010000023.1	185786	187260	-	Tb1125.Tb09.v4.0204	Tbb1125VSG-4859
JAGUQU010000023.1	188859	190227	-	Tb1125.Tb09.v4.0205	Tbb1125VSG-2608
JAGUQU010000023.1	200537	201766	+	Tb1125.Tb09.v4.0189	Tbb1125VSG-1328
JAGUQU010000023.1	205323	206758	+	Tb1125.9.17020	Tbb1125VSG-3126
JAGUQU010000023.1	221025	221780	+	Tb1125.VSG.14330	Tbb1125VSG-5774
JAGUQU010000023.1	252384	253724	-	Tb1125.Tb10.v4.0212	Tbb1125VSG-5033
JAGUQU010000023.1	256062	257564	-	Tb1125.VSG.14340	Tbb1125VSG-252
JAGUQU010000023.1	268612	271384	+	Tb1125.Tb10.v4.0205	Tbb1125VSG-215
JAGUQU010000023.1	275550	277067	+	Tb1125.5.5130	Tbb1125VSG-4162
JAGUQU010000023.1	278977	280511	+	Tb1125.6.5660	Tbb1125VSG-5245
JAGUQU010000023.1	282229	283818	+	Tb1125.6.5650	Tbb1125VSG-5602
JAGUQU010000023.1	293852	295469	+	Tb1125.Tb10.v4.0122	Tbb1125VSG-4290
JAGUQU010000023.1	300395	302198	+	Tb1125.9.16360	Tbb1125VSG-5028
JAGUQU010000023.1	304018	305453	+	Tb1125.9.16370	Tbb1125VSG-1803
JAGUQU010000023.1	323872	325071	+	Tb1125.VSG.14350	Tbb1125VSG-2651
JAGUQU010000023.1	328691	330040	+	Tb1125.VSG.14360	Tbb1125VSG-4839
JAGUQU010000023.1	332049	333215	+	Tb1125.VSG.14370	Tbb1125VSG-5080
JAGUQU010000023.1	343810	344724	+	Tb1125.VSG.14380	Tbb1125VSG-5458
JAGUQU010000024.1	1248	2900	-	Tb1125.Tb09.v4.0199	Tbb1125VSG-4987
JAGUQU010000024.1	8535	9869	-	Tb1125.VSG.14390	Tbb1125VSG-3108
JAGUQU010000024.1	21251	22384	-	Tb1125.VSG.14400	Tbb1125VSG-2695
JAGUQU010000024.1	24408	26012	-	Tb1125.6.5590	Tbb1125VSG-1235
JAGUQU010000024.1	28211	29101	-	Tb1125.VSG.14410	Tbb1125VSG-5487
JAGUQU010000024.1	32201	33223	-	Tb1125.VSG.14420	Tbb1125VSG-1461
JAGUQU010000024.1	35721	37133	-	Tb1125.VSG.14430	Tbb1125VSG-1130
JAGUQU010000024.1	39333	40802	-	Tb1125.VSG.14440	Tbb1125VSG-319
JAGUQU010000024.1	48724	50211	+	Tb1125.VSG.14450	Tbb1125VSG-3096
JAGUQU010000024.1	56369	57754	+	Tb1125.VSG.14460	Tbb1125VSG-426
JAGUQU010000027.1	802	2196	-	Tb1125.VSG.14470	Tbb1125VSG-53
JAGUQU010000031.1	2509	3998	-	Tb1125.VSG.14480	Tbb1125VSG-39
JAGUQU010000032.1	5713	7203	+	Tb1125.VSG.14490	Tbb1125VSG-273.1
JAGUQU010000032.1	9979	11547	+	Tb1125.VSG.14500	Tbb1125VSG-155.1
JAGUQU010000032.1	15490	16554	+	Tb1125.VSG.14510	Tbb1125VSG-1423
JAGUQU010000032.1	18602	20077	+	Tb1125.VSG.14520	Tbb1125VSG-4010
JAGUQU010000034.1	3513	5045	-	Tb1125.VSG.14530	Tbb1125VSG-206
JAGUQU010000034.1	6625	8145	-	Tb1125.VSG.14540	Tbb1125VSG-4157
JAGUQU010000034.1	9779	11143	-	Tb1125.VSG.14550	Tbb1125VSG-1217
JAGUQU010000034.1	22204	23503	-	Tb1125.Tb11.1070	Tbb1125VSG-1536
JAGUQU010000034.1	25953	26708	-	Tb1125.VSG.14560	Tbb1125VSG-5761
JAGUQU010000034.1	29404	30876	-	Tb1125.VSG.14570	Tbb1125VSG-4244
JAGUQU010000034.1	33499	34917	-	Tb1125.VSG.14580	Tbb1125VSG-4701
JAGUQU010000034.1	43706	44460	-	Tb1125.VSG.14590	Tbb1125VSG-3045
JAGUQU010000034.1	49727	50884	-	Tb1125.VSG.14600	Tbb1125VSG-1368
JAGUQU010000034.1	60797	62341	-	Tb1125.VSG.14610	Tbb1125VSG-4109
JAGUQU010000034.1	63824	65227	-	Tb1125.VSG.14620	Tbb1125VSG-1756
JAGUQU010000034.1	79019	80494	-	Tb1125.VSG.14630	Tbb1125VSG-301
JAGUQU010000034.1	86233	87744	-	Tb1125.VSG.14640	Tbb1125VSG-4302
JAGUQU010000034.1	89507	90847	-	Tb1125.VSG.14650	Tbb1125VSG-4847
JAGUQU010000034.1	97298	98846	-	Tb1125.VSG.14660	Tbb1125VSG-177.3
JAGUQU010000042.1	16222	17349	+	Tb1125.VSG.14670	Tbb1125VSG-1387
JAGUQU010000052.1	4733	6229	-	Tb1125.VSG.14680	Tbb1125VSG-63
JAGUQU010000059.1	2267	3868	-	Tb1125.VSG.14690	Tbb1125VSG-123
JAGUQU010000067.1	10555	12126	-	Tb1125.VSG.14700	Tbb1125VSG-4077
JAGUQU010000067.1	14268	15701	-	Tb1125.VSG.14710	Tbb1125VSG-3062.1
JAGUQU010000067.1	17953	18971	-	Tb1125.VSG.14720	Tbb1125VSG-2892.2
JAGUQU010000069.1	1677	2873	+	Tb1125.VSG.14730	Tbb1125VSG-1349.1
JAGUQU010000069.1	13937	15469	+	Tb1125.VSG.14740	Tbb1125VSG-1671
JAGUQU010000069.1	17095	18606	+	Tb1125.VSG.14750	Tbb1125VSG-4168
JAGUQU010000069.1	23465	24921	+	Tb1125.Tb11.0990	Tbb1125VSG-3085
JAGUQU010000069.1	40314	41186	+	Tb1125.VSG.14760	Tbb1125VSG-1544
JAGUQU010000069.1	44218	45714	+	Tb1125.VSG.14770	Tbb1125VSG-266
JAGUQU010000069.1	59053	60528	+	Tb1125.VSG.14780	Tbb1125VSG-1068
JAGUQU010000069.1	67281	68501	+	Tb1125.VSG.14790	Tbb1125VSG-1335
JAGUQU010000069.1	70888	72168	+	Tb1125.VSG.14800	Tbb1125VSG-4928
JAGUQU010000069.1	78931	80428	+	Tb1125.6.5560	Tbb1125VSG-2729
JAGUQU010000069.1	81417	82916	+	Tb1125.VSG.14810	Tbb1125VSG-4203
JAGUQU010000069.1	89073	90242	+	Tb1125.VSG.14820	Tbb1125VSG-2672
JAGUQU010000069.1	91498	92979	+	Tb1125.VSG.14830	Tbb1125VSG-287
JAGUQU010000069.1	97924	98847	+	Tb1125.VSG.14840	Tbb1125VSG-2857
JAGUQU010000069.1	101136	102110	+	Tb1125.Tb08.27P2.190	Tbb1125VSG-5360
JAGUQU010000069.1	103370	104813	+	Tb1125.VSG.14850	Tbb1125VSG-4268.1
JAGUQU010000069.1	106425	107528	+	Tb1125.VSG.14860	Tbb1125VSG-5156
JAGUQU010000069.1	113677	114513	+	Tb1125.VSG.14870	Tbb1125VSG-5595
JAGUQU010000069.1	120049	121434	+	Tb1125.VSG.14880	Tbb1125VSG-4282
JAGUQU010000069.1	126956	128419	+	Tb1125.VSG.14890	Tbb1125VSG-1685
JAGUQU010000069.1	129760	131268	+	Tb1125.VSG.14900	Tbb1125VSG-1024
JAGUQU010000069.1	132598	133964	+	Tb1125.VSG.14910	Tbb1125VSG-496.1
JAGUQU010000069.1	136073	136840	+	Tb1125.VSG.14920	Tbb1125VSG-5738
JAGUQU010000069.1	139615	141120	+	Tb1125.VSG.14930	Tbb1125VSG-3060
JAGUQU010000069.1	142380	143840	+	Tb1125.VSG.14940	Tbb1125VSG-4268
JAGUQU010000069.1	145684	146976	+	Tb1125.VSG.14950	Tbb1125VSG-2576
JAGUQU010000069.1	160861	162381	+	Tb1125.VSG.14960	Tbb1125VSG-4155
JAGUQU010000069.1	164716	165957	+	Tb1125.VSG.14970	Tbb1125VSG-1318
JAGUQU010000069.1	168643	169767	+	Tb1125.VSG.14980	Tbb1125VSG-1389
JAGUQU010000069.1	180627	182129	+	Tb1125.VSG.14990	Tbb1125VSG-254
JAGUQU010000069.1	190366	191506	+	Tb1125.VSG.15000	Tbb1125VSG-5105.2
JAGUQU010000069.1	193595	194977	+	Tb1125.VSG.15010	Tbb1125VSG-4767
JAGUQU010000069.1	197002	198360	+	Tb1125.VSG.15020	Tbb1125VSG-1302
JAGUQU010000069.1	199574	201480	+	Tb1125.VSG.15030	Tbb1125VSG-5162
JAGUQU010000069.1	203057	204667	+	Tb1125.VSG.15040	Tbb1125VSG-4044
JAGUQU010000069.1	211680	212435	+	Tb1125.VSG.15050	Tbb1125VSG-5775
JAGUQU010000069.1	214220	215182	+	Tb1125.VSG.15060	Tbb1125VSG-1487
JAGUQU010000069.1	218368	219729	+	Tb1125.VSG.15070	Tbb1125VSG-4808
JAGUQU010000069.1	221950	223422	+	Tb1125.VSG.15080	Tbb1125VSG-309
JAGUQU010000069.1	225374	226945	+	Tb1125.VSG.15090	Tbb1125VSG-530
JAGUQU010000069.1	228103	229701	+	Tb1125.Tb09.v4.0087	Tbb1125VSG-1079
JAGUQU010000069.1	231552	232991	+	Tb1125.6.5320	Tbb1125VSG-4567
JAGUQU010000069.1	234614	235444	+	Tb1125.VSG.15100	Tbb1125VSG-2954
JAGUQU010000069.1	241584	243032	+	Tb1125.VSG.15110	Tbb1125VSG-1102
JAGUQU010000069.1	244180	245640	+	Tb1125.11.19400	Tbb1125VSG-1185
JAGUQU010000069.1	247015	248505	+	Tb1125.VSG.15120	Tbb1125VSG-1056
JAGUQU010000069.1	250069	251529	+	Tb1125.VSG.15130	Tbb1125VSG-4330
JAGUQU010000071.1	454	2003	+	Tb1125.VSG.15140	Tbb1125VSG-532
JAGUQU010000071.1	6669	8087	+	Tb1125.VSG.15150	Tbb1125VSG-1136
JAGUQU010000071.1	9446	10843	+	Tb1125.VSG.15160	Tbb1125VSG-1262
JAGUQU010000071.1	13295	14242	+	Tb1125.VSG.15170	Tbb1125VSG-5394
JAGUQU010000071.1	15908	16762	+	Tb1125.VSG.15180	Tbb1125VSG-5558
JAGUQU010000077.1	19138	20346	+	Tb1125.VSG.15190	Tbb1125VSG-5002
JAGUQU010000077.1	21553	23103	+	Tb1125.VSG.15200	Tbb1125VSG-4096
JAGUQU010000077.1	33642	35141	+	Tb1125.VSG.15210	Tbb1125VSG-4314
JAGUQU010000077.1	37928	38698	+	Tb1125.VSG.15220	Tbb1125VSG-1617
JAGUQU010000077.1	40874	42069	+	Tb1125.VSG.15230	Tbb1125VSG-2654
JAGUQU010000077.1	50279	51499	+	Tb1125.VSG.15240	Tbb1125VSG-1333.1
JAGUQU010000077.1	56692	58042	+	Tb1125.VSG.15250	Tbb1125VSG-1230
JAGUQU010000077.1	60246	61055	+	Tb1125.VSG.15260	Tbb1125VSG-5647
JAGUQU010000077.1	63748	64737	+	Tb1125.VSG.15270	Tbb1125VSG-1477
JAGUQU010000077.1	72964	73758	+	Tb1125.VSG.15280	Tbb1125VSG-5678
JAGUQU010000077.1	80768	81571	+	Tb1125.VSG.15290	Tbb1125VSG-1587
JAGUQU010000077.1	88300	89346	+	Tb1125.VSG.15300	Tbb1125VSG-5221
JAGUQU010000077.1	91013	92149	+	Tb1125.VSG.15310	Tbb1125VSG-2746
JAGUQU010000077.1	94092	95552	+	Tb1125.Tb11.v5.0119	Tbb1125VSG-1715
JAGUQU010000077.1	105912	107213	+	Tb1125.VSG.15320	Tbb1125VSG-4885
JAGUQU010000077.1	109773	111092	+	Tb1125.VSG.15330	Tbb1125VSG-1253
JAGUQU010000077.1	117706	119277	+	Tb1125.VSG.15340	Tbb1125VSG-4020
JAGUQU010000077.1	124602	126062	+	Tb1125.VSG.15350	Tbb1125VSG-4263
JAGUQU010000077.1	146929	148320	+	Tb1125.VSG.15360	Tbb1125VSG-4753
JAGUQU010000077.1	164041	164880	+	Tb1125.VSG.15370	Tbb1125VSG-2944
JAGUQU010000077.1	167020	168189	+	Tb1125.VSG.15380	Tbb1125VSG-3111
JAGUQU010000077.1	170656	171674	+	Tb1125.VSG.15390	Tbb1125VSG-2892.3
JAGUQU010000077.1	173184	175317	+	Tb1125.9.890	Tbb1125VSG-1358
JAGUQU010000077.1	180371	181186	+	Tb1125.VSG.15400	Tbb1125VSG-5634
JAGUQU010000077.1	187678	188830	+	Tb1125.VSG.15410	Tbb1125VSG-5097.1
JAGUQU010000084.1	1355	2830	+	Tb1125.VSG.15420	Tbb1125VSG-4010.1
JAGUQU010000084.1	5918	7362	+	Tb1125.VSG.15430	Tbb1125VSG-4082.1
JAGUQU010000084.1	10151	11674	+	Tb1125.VSG.15440	Tbb1125VSG-4146
